id;cursusnaam;tekst;datum
207;C++ Programmeren;C++ Programmeren: maandag 3, 10 en 17 juni 2019 in Rotterdam;3-6-2019
208;C++ Programmeren;C++ Programmeren: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
209;C++ Programmeren;C++ Programmeren: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
210;C++ Programmeren;C++ Programmeren: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
211;C++ Programmeren;C++ Programmeren: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
212;C++ Programmeren;C++ Programmeren: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
213;C++ Programmeren;C++ Programmeren: maandag, 7 14 en 21 oktober 2019 in Rotterdam;7-10-2019
214;C++ Programmeren;C++ Programmeren: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
215;C++ Programmeren;C++ Programmeren: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
216;C++ Programmeren;C++ Programmeren: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-12-2019
217;C++ Programmeren;C++ Programmeren: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
218;Delphi Programmeren;Delphi Programmeren: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
219;Delphi Programmeren;Delphi Programmeren: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-1-2019
220;Delphi Programmeren;Delphi Programmeren: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
221;Delphi Programmeren;Delphi Programmeren: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
222;Delphi Programmeren;Delphi Programmeren: maandag 8, 15 en 22 april 2019 in Rotterdam;8-4-2019
223;Delphi Programmeren;Delphi Programmeren: dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
224;Delphi Programmeren;Delphi Programmeren: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
225;Delphi Programmeren;Delphi Programmeren: dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
226;Delphi Programmeren;Delphi Programmeren: maandag 3, 10 en 17 juni 2019 in Rotterdam;3-6-2019
227;Delphi Programmeren;Delphi Programmeren: Vrijdag 31 mei,  Dinsdag 4 juni en Donderdag  6 juni 2019 in Eindhoven;31-5-2019
228;Delphi Programmeren;Delphi Programmeren: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
229;Delphi Programmeren;Delphi Programmeren: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
230;Delphi Programmeren;Delphi Programmeren: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
231;Delphi Programmeren;Delphi Programmeren: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
232;Delphi Programmeren;Delphi Programmeren: maandag, 7 14 en 21 oktober 2019 in Rotterdam;7-10-2019
233;Delphi Programmeren;Delphi Programmeren: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
234;Delphi Programmeren;Delphi Programmeren: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
235;Delphi Programmeren;Delphi Programmeren: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
236;Delphi Programmeren;Delphi Programmeren: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
237;Drones met Python;Drones met Python: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
238;Drones met Python;Drones met Python: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
239;Drones met Python;Drones met Python: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
240;Drones met Python;Drones met Python: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
241;Drones met Python;Drones met Python: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
242;Drones met Python;Drones met Python: woensdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
243;Drones met Python;Drones met Python: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
244;Drones met Python;Drones met Python: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
245;Drones met Python;Drones met Python: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
246;Drones met Python;Drones met Python: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
247;Drones met Python;Drones met Python: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
248;Drones met Python;Drones met Python: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
249;Drones met Python;Drones met Python: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
250;Drones met Python;Drones met Python: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
251;Drones met Python;Drones met Python: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
252;Drones met Python;Drones met Python: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
253;Drones met Python;Drones met Python: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
254;Drones met Python;Drones met Python: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
255;Drones met Python;Drones met Python: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
256;GeoServer;GeoServer: vrijdag 11 januari 2019 in Apeldoorn;11-1-2019
257;GeoServer;GeoServer: vrijdag 8 februari 2019 in Rotterdam;8-2-2019
258;GeoServer;GeoServer: vrijdag 8 maart 2019 in Apeldoorn;8-3-2019
259;GeoServer;GeoServer: donderdag 7 maart 2019 in Amsterdam;7-3-2019
260;GeoServer;GeoServer: vrijdag 12 april 2019 in Rotterdam;12-4-2019
261;GeoServer;GeoServer: donderdag 11 april 2019 in Eindhoven;11-4-2019
262;GeoServer;GeoServer: vrijdag 10 mei 2019 in Apeldoorn;10-5-2019
263;GeoServer;GeoServer: donderdag 9 mei 2019 in Amsterdam;9-5-2019
266;GeoServer;GeoServer: vrijdag 5 juli 2019 in Rotterdam;5-7-2019
267;GeoServer;GeoServer: vrijdag 9 augustus 2019 in Rotterdam;9-8-2019
268;GeoServer;GeoServer: vrijdag 6 september 2019 in Apeldoorn;6-9-2019
269;GeoServer;GeoServer: donderdag 5 september 2019 in Amsterdam;5-9-2019
270;GeoServer;GeoServer: vrijdag 11 oktober 2019 in Rotterdam;11-10-2019
271;GeoServer;GeoServer: donderdag 10 oktober 2019 in Eindhoven;10-10-2019
272;GeoServer;GeoServer: vrijdag 8 november 2019 in Apeldoorn;8-11-2019
273;GeoServer;GeoServer: donderdag 7 november 2019 in Amsterdam;7-11-2019
274;GeoServer;GeoServer: vrijdag 6 december 2019 in Rotterdam;6-12-2019
275;JAVA programmeren;JAVA programmeren: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
276;JAVA programmeren;JAVA programmeren: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
277;JAVA programmeren;JAVA programmeren: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
278;JAVA programmeren;JAVA programmeren: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
279;JAVA programmeren;JAVA programmeren: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
280;JAVA programmeren;JAVA programmeren: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
281;JAVA programmeren;JAVA programmeren: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
282;JAVA programmeren;JAVA programmeren: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
283;JAVA programmeren;JAVA programmeren: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
284;JAVA programmeren;JAVA programmeren: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
285;JAVA programmeren;JAVA programmeren: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
286;JAVA programmeren;JAVA programmeren: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
287;JAVA programmeren;JAVA programmeren: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
288;JAVA programmeren;JAVA programmeren: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
289;JAVA programmeren;JAVA programmeren: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
290;JAVA programmeren;JAVA programmeren: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
291;JAVA programmeren;JAVA programmeren: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
292;JAVA programmeren;JAVA programmeren: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
293;JAVA programmeren;JAVA programmeren: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
294;Leergang Medewerker BAG;Leergang BAG Medewerker:  16, 17, 23 en 24 januari 2019 in Apeldoorn;16-1-2019
295;Leergang Medewerker BAG;Leergang BAG Medewerker: 6, 7, 8 en 13 maart 2019 in Apeldoorn;6-3-2019
296;Leergang Medewerker BAG;Leergang BAG Medewerker: 14, 15, 21 en 22 mei 2019 in Apeldoorn;14-5-2019
297;Leergang Medewerker BAG;Leergang BAG Medewerker: 9, 10, 16 en 17 juli 2019 in Apeldoorn;9-7-2019
298;Leergang Medewerker BAG;Leergang BAG Medewerker: 10, 11, 17 en 18 september 2019 in Apeldoorn;10-9-2019
299;Leergang Medewerker BAG;Leergang BAG Medewerker:  5, 6, 12 en 13 november 2019 in Apeldoorn;5-11-2019
300;MapInfo Basis;MapInfo Basis: vrijdag 11, 18 en 25 januari 2019 in Apeldoorn;11-1-2019
301;MapInfo Basis;MapInfo Basis: vrijdag 8, 15 en 22 februari 2019 in Rotterdam;8-2-2019
302;MapInfo Basis;MapInfo Basis: vrijdag 8, 15 en 22 maart 2019 in Apeldoorn;8-3-2019
303;MapInfo Basis;MapInfo Basis: donderdag 7, 14 en 21 maart 2019 in Amsterdam;7-3-2019
304;MapInfo Basis;MapInfo Basis: vrijdag 12, 19, 26 april 2019 in Rotterdam;12-4-2019
305;MapInfo Basis;MapInfo Basis: donderdag 11, 18 en 25 april 2019 in Eindhoven;11-4-2019
306;MapInfo Basis;MapInfo Basis: vrijdag 10, 17 en 24 mei 2019 in Apeldoorn;10-5-2019
307;MapInfo Basis;MapInfo Basis: donderdag 9, 16 en 23 mei 2019 in Amsterdam;9-5-2019
308;MapInfo Basis;MapInfo Basis: vrijdag 7, 14 en 21 juni 2019 in Rotterdam;7-6-2019
309;MapInfo Basis;MapInfo Basis: donderdag 6, 13 en 20 juni 2019 in Eindhoven;6-6-2019
310;MapInfo Basis;MapInfo Basis: vrijdag 5, 12 en 19  juli 2019 in Apeldoorn;5-7-2019
311;MapInfo Basis;MapInfo Basis: vrijdag 9, 16 en 23 augustus 2019 in Rotterdam;9-8-2019
312;MapInfo Basis;MapInfo Basis: vrijdag 6, 13 en 20 september 2019 in Apeldoorn;6-9-2019
313;MapInfo Basis;MapInfo Basis: donderdag 5, 12 en 19 september 2019 in Amsterdam;5-9-2019
314;MapInfo Basis;MapInfo Basis: vrijdag 11, 18 en 25 oktober 2019 in Rotterdam;11-10-2019
315;MapInfo Basis;MapInfo Basis: donderdag 10, 17 en 24 oktober 2019 in Eindhoven;10-10-2019
316;MapInfo Basis;MapInfo Basis: vrijdag 8, 15 en 22 november 2019 in Apeldoorn;8-11-2019
317;MapInfo Basis;MapInfo Basis: donderdag 7, 14 en 21 november 2019 in Amsterdam;7-11-2019
318;MapInfo Basis;MapInfo Basis: vrijdag 6, 13 en 20 december 2019 in Rotterdam;6-12-2019
319;MicroStation 2D Basis;MicroStation 2D Basis: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
320;MicroStation 2D Basis;MicroStation 2D Basis: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-2-2019
321;MicroStation 2D Basis;MicroStation 2D Basis: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
322;MicroStation 2D Basis;MicroStation 2D Basis: donderdagen 21, 28 maart en 4 April 2019 in Apeldoorn;21-3-2019
323;MicroStation 2D Basis;MicroStation 2D Basis: maandag 8, 15 en 23 april 2019 in Rotterdam;8-4-2019
324;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
325;MicroStation 2D Basis;MicroStation 2D Basis: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
326;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
327;MicroStation 2D Basis;MicroStation 2D Basis: maandag 3, 10 en 17 juni 2019 in Rotterdam;3-6-2019
328;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
329;MicroStation 2D Basis;MicroStation 2D Basis: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
330;MicroStation 2D Basis;MicroStation 2D Basis: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
331;MicroStation 2D Basis;MicroStation 2D Basis: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
332;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
333;MicroStation 2D Basis;MicroStation 2D Basis: maandag, 7 14 en 21 oktober 2019 in Rotterdam;7-10-2019
334;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
335;MicroStation 2D Basis;MicroStation 2D Basis: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
336;MicroStation 2D Basis;MicroStation 2D Basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
337;MicroStation 2D Basis;MicroStation 2D Basis: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
338;MicroStation 2D Gevorderd;MicroStation 2D Gevorderd: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
339;MicroStation Update;MicroStation Update: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
340;MongoDB Spatial;MongoDB Spatial: woensdag 9 januari 2019 in Apeldoorn;9-1-2019
341;MongoDB Spatial;MongoDB Spatial: woensdag 5 januari 2019 in Rotterdam;5-1-2019
342;MongoDB Spatial;MongoDB Spatial: woensdag 5 maart 2019 in Apeldoorn;5-3-2019
343;MongoDB Spatial;MongoDB Spatial: dinsdag 4 maart 2019 in Amsterdam;4-3-2019
344;MongoDB Spatial;MongoDB Spatial: woensdag 10 april 2019 in Rotterdam;10-4-2019
345;MongoDB Spatial;MongoDB Spatial: dinsdag 9 april 2019 in Eindhoven;9-4-2019
346;MongoDB Spatial;MongoDB Spatial: woensdag 8 mei 2019 in Apeldoorn;8-5-2019
347;MongoDB Spatial;MongoDB Spatial: dinsdag 7 mei 2019 in Amsterdam;7-5-2019
348;MongoDB Spatial;MongoDB Spatial: woensdag 4 juni 2019 in Rotterdam;4-6-2019
349;MongoDB Spatial;MongoDB Spatial: dinsdag 3 juni 2019 in Eindhoven;3-6-2019
350;MongoDB Spatial;MongoDB Spatial: woensdag 3 juli 2019 in Apeldoorn;3-7-2019
351;MongoDB Spatial;MongoDB Spatial: woensdag 5 augustus 2019 in Rotterdam;5-8-2019
352;MongoDB Spatial;MongoDB Spatial: woensdag 4 september 2019 in Apeldoorn;4-9-2019
353;MongoDB Spatial;MongoDB Spatial: dinsdag 3 september 2019 in Amsterdam;3-9-2019
354;MongoDB Spatial;MongoDB Spatial: woensdag 8 oktober 2019 in Rotterdam;8-10-2019
355;MongoDB Spatial;MongoDB Spatial: dinsdag 7 oktober 2019 in Eindhoven;7-10-2019
356;MongoDB Spatial;MongoDB Spatial: woensdag 5 november 2019 in Apeldoorn;5-11-2019
357;MongoDB Spatial;MongoDB Spatial: dinsdag 4 november 2019 in Amsterdam;4-11-2019
358;MongoDB Spatial;MongoDB Spatial: woensdag 4 december 2019 in Rotterdam;31-12-2019
359;QGIS Natuurmonumenten;QGIS Natuurmonumenten: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
360;Oracle SQL Fundamentals;ORACLE SQL Fundamentals: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
361;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
362;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
363;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
364;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
365;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
366;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
367;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
368;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
369;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
370;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
371;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
372;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-8-2019
373;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
374;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
375;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
376;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
377;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
378;Oracle SQL Fundamentals;ORACLE SQL Fundamentals:: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
379;Product Owner GIS;Product Owner GIS: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
380;Python Basis;Python Basis: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
381;Python Basis;Python Basis: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
382;Python Basis;Python Basis: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
383;Python Basis;Python Basis: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
384;Python Basis;Python Basis: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
385;Python Basis;Python Basis: woensdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
386;Python Basis;Python Basis: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
387;Python Basis;Python Basis: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
388;Python Basis;Python Basis: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
389;Python Basis;Python Basis: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
390;Python Basis;Python Basis: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
391;Python Basis;Python Basis: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
392;Python Basis;Python Basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
393;Python Basis;Python Basis: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
394;Python Basis;Python Basis: dinsdag 8, 15 en 22 oktober in 2019 Eindhoven;8-10-2019
395;Python Basis;Python Basis: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
396;Python Basis;Python Basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
397;Python Basis;Python Basis: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
398;Python Basis;Python Basis: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
399;Python Gevorderd;Python gevorderd:  14 t/m 17 januari 2019 in Amsterdam;14-1-2019
400;Python Gevorderd;Python gevorderd:  22, 27, 28 februari en 1 maart 2019 in Amsterdam;22-2-2019
401;Python Gevorderd;Python gevorderd: 18 t/m 21 maart 2019 in Amsterdan;18-3-2019
402;Python Gevorderd;Python gevorderd: 18 t/m 21 maart 2019 in Eindhoven;18-3-2019
403;Python Gevorderd;Python gevorderd: 18 t/m 21 februari 2019 in Rotterdam;18-2-2019
404;Python Gevorderd;Python gevorderd: 15 t/m 18 april 2019 in Rotterdam;15-4-2019
405;QGIS Basis;QGIS Basis: dinsdag 18, 25 maart en 1 april 2019 in Amsterdam;18-3-2019
406;QGIS Basis;QGIS Basis: dinsdag 12, 19 en 26 februari 2019 in Rotterdam;12-2-2019
407;QGIS Basis;QGIS Basis: vrijdag 8, 15 en 22 maart 2019 in Apeldoorn;8-3-2019
408;QGIS Basis;QGIS Basis: maandag 18, 25 en 1 april 2019 in Amsterdam;18-4-2019
409;QGIS Basis;QGIS Basis: maandag 8, 15 en 29 april 2019 in Eindhoven;8-4-2019
410;QGIS Basis;QGIS Basis: dinsdag 9, 16 en 23 april 2019 in Rotterdam;9-4-2019
411;QGIS Basis;QGIS Basis: maandag  6, 13 en 20 mei 2019 in Amsterdam;6-5-2019
412;QGIS Basis;QGIS Basis: dinsdag 7, 14 en 21 mei 2019 in Apeldoorn;7-5-2019
414;QGIS Basis;QGIS Basis: dinsdag 4, 11 en 18 juni 2019 in Rotterdam;4-6-2019
415;QGIS Basis;QGIS Basis: dinsdag 2, 9 en 16 juli 2019 in Apeldoorn;2-7-2019
416;QGIS Basis;QGIS Basis: dinsdag 6, 13 en 20 augustus 2019 in Rotterdam;6-8-2019
417;QGIS Basis;QGIS Basis: maandag 2, 9 en 16 september 2019 in Amsterdam;2-9-2019
418;QGIS Basis;QGIS Basis: dinsdag 3, 10 en 17 september 2019 in Apeldoorn;3-9-2019
419;QGIS Basis;QGIS Basis: maandag 7, 14 en 21 oktober 2019 in Eindhoven;7-10-2019
420;QGIS Basis;QGIS Basis: dinsdag 8, 15 en 22 oktober 2019 in Rotterdam;8-10-2019
421;QGIS Basis;QGIS Basis: maandag 4, 11 en 18 november 2019 in Amsterdam;4-11-2019
422;QGIS Basis;QGIS Basis: dinsdag 5, 12 en 19 november 2019 in Apeldoorn;5-11-2019
423;QGIS Basis;QGIS Basis: maandag 2, 9 en 16 december 2019 in Eindhoven;2-12-2019
424;QGIS Basis;QGIS Basis: dinsdag 3, 10 en 17 december 2019 in Rotterdam;3-12-2019
425;QGIS Basis;QGIS Basis: dinsdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
426;QGIS en Python;QGIS-Python: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
427;QGIS en Python;QGIS-Python: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
428;QGIS en Python;QGIS-Python: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
429;QGIS en Python;QGIS-Python: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
430;QGIS en Python;QGIS-Python: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
431;QGIS en Python;QGIS-Python: woensdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
432;QGIS en Python;QGIS-Python: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
433;QGIS en Python;QGIS-Python: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
434;QGIS en Python;QGIS-Python: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
435;QGIS en Python;QGIS-Python: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
436;QGIS en Python;QGIS-Python: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
437;QGIS en Python;QGIS-Python: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
438;QGIS en Python;QGIS-Python: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
439;QGIS en Python;QGIS-Python: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
440;QGIS en Python;QGIS-Python: dinsdag 8, 15 en 22 oktober in 2019 Eindhoven;8-10-2019
441;QGIS en Python;QGIS-Python: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
442;QGIS en Python;QGIS-Python: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
443;QGIS en Python;QGIS-Python: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
444;QGIS en Python;QGIS-Python: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
445;Revit Architecture Conceptual;Revit Architecture Conceptual: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
446;Revit Architecture Family;Revit Architecture Family: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
447;Revit Architecture Gevorderd;Revit Architecture Gevorderd: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
448;Revit MEP Basis;Revit MEP Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
449;Revit voor ArchiCAD kenners;Revit voor ArchiCAD kenners: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
450;Scrum Master GIS;Scrum Master GIS: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
451;SketchUp Gevorderd;SketchUp Gevorderd: i.o. bij u of in een van onze locaties;31-12-2019
452;STATA;STATA: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
453;STATA;STATA: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
454;STATA;STATA: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
455;STATA;STATA: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
456;STATA;STATA: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
457;STATA;STATA: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
458;STATA;STATA: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
459;STATA;STATA: woensdag 15, 22 en 20 mei 2019 in Rotterdam;15-5-2019
460;STATA;STATA: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
461;STATA;STATA: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
462;STATA;STATA: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
463;STATA;STATA: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
464;STATA;STATA: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
465;STATA;STATA: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
466;STATA;STATA: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
467;STATA;STATA: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
468;STATA;STATA: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
